C,recursion_fibonacci,0.008250564
C,iteration_fibonacci,0.000000157
C,iteration_pi_sum,0.038197533
C,print_to_file,0.012676233
C,imperative_recursion_quicksort,0.000234638
C,parse_integers,0.000189015
cyclone,recursion_fibonacci,0.000069017
cyclone,iteration_fibonacci,0.000000682
cyclone,functional_recursion_quicksort,0.023033791
cyclone,imperative_recursion_quicksort,0.011271818
cyclone,iteration_pi_sum,1.084248922
cyclone,print_to_file,0.072839557
cyclone,parse_integers,0.002441725
chez,recursion_fibonacci,0.000012305
chez,iteration_fibonacci,0.000000097
chez,functional_recursion_quicksort,0.003020987
chez,imperative_recursion_quicksort,0.001796291
chez,iteration_pi_sum,0.145184563
chez,print_to_file,0.034293088
chez,parse_integers,0.000781592
gambit,recursion_fibonacci,0.000026916
gambit,iteration_fibonacci,0.000000206
gambit,functional_recursion_quicksort,0.008098988
gambit,imperative_recursion_quicksort,0.002901072
gambit,iteration_pi_sum,0.342892855
gambit,print_to_file,0.216202130
gambit,parse_integers,0.000930633
julia,recursion_fibonacci,0.000045457
julia,tail_recursive_fibonacci,0.000000047
julia,parse_integers,0.000172354
julia,imperative_recursion_quicksort,0.000362459
julia,iteration_pi_sum,0.038485918
julia,print_to_file,0.026360295
python3,recursion_fibonacci,2.5675296783447266
python3,parse_integers,1.7943382263183594
python3,imperative_recursion_quicksort,11.518716812133789
python3,iteration_pi_sum,546.6446876525879
python3,print_to_file,51.12719535827637
pypy3,recursion_fibonacci,0.3466606140136719
pypy3,parse_integers,0.8864402770996094
pypy3,imperative_recursion_quicksort,2.115011215209961
pypy3,iteration_pi_sum,48.551321029663086
pypy3,print_to_file,35.22348403930664
